@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P30.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
HUM,'What company was the original sponsor of TV s Superman '
DESC,'What was the Chivington Massacre '
ENTY,'What playing card symbolizes death '
HUM,'Who was the first English circumnavigator of the globe '
ENTY,'Which mammal lives '
NUM,'What number is at 12 o clock on a dartboard '
ENTY,'Which infectious disease is the world s deadliest '
ABBR,'What does INRI stand for when used on Jesus  cross '
ENTY,'What two major world religions began in India '
ENTY,'What interesting method was used to run the credits in the early Popeye cartoons '
LOC,'What country are you in if you woo in the Wu dialect '
NUM,'When did Aldous Huxley write '
HUM,'Who was Ezra Taft Benson '
ENTY,'What layer of the atmosphere contains most of the ozone layer '
ENTY,'What is a fear of passing high objects '
NUM,'What is the population of Mexico '
NUM,'How wide is the Atlantic Ocean '
ENTY,'What soft drink not only has its own video game '
LOC,'What strait links the Mediterranean Sea and the Atlantic Ocean '
DESC,'What is the meaning of the name Kathryn '
ABBR,'What does the E stand for in the equation E=mc2 '
LOC,'What canal does the Thatcher Ferry Bridge span '
DESC,'How does light travel through the void of space if there is no medium for it to  wave  or  pulse  '
DESC,'How did Rocky Marciano die '
DESC,'How is water treated to make it safe to drink '
NUM,'What was Einstein s IQ '
NUM,'How many liberty bells have there been '
HUM,'What actor s autobiography is titled All My Yesterdays '
LOC,'What city has the world s longest subway system '
DESC,'What was the outcome of the 1945 Yalta Conference '
HUM,'What US President showed a fondness for munching on bee pollen bars '
ENTY,'What are the different types of plastic '
DESC,'What is Sinn Fein '
ENTY,'What is the best brand for a laptop computer '
NUM,'How long is the world s largest ship '
ENTY,'What TV show did John Sebastian sing the theme for '
HUM,'Who portrayed the title character in the film The Day of the Jackal '
DESC,'How can I find online spelling '
HUM,'What was the name of Humphrey Bogart s club in Casablanca '
HUM,'Who did Napolean defeat at Jena and Auerstadt '
DESC,'How does the tail affect the flight of a kite '
HUM,'Who wrote  Hamlet  '
DESC,'What is an annotated bibliography '
ENTY,'What animal causes the biggest threat to humans '
LOC,'Where does Barney Rubble go to work after he drops Fred off in the  Flintstones  cartoon series '
LOC,'Where does the tennis star Stefan Edberg come from '
HUM,'What comedian created a punch-drunk pugilist named Cauliflower McPugg '
DESC,'How do movie blues screens work '
ENTY,'What four-legged creature did a Cornell University study say would make man s best companion in space '
ENTY,'What is the Jewish bible called '
NUM,'What is the busiest air travel season '
DESC,'What s the mystery of the Bermuda Triangle '
HUM,'What President served for five years '
HUM,'What Polynesian people inhabit New Zealand '
DESC,'What is the difference between a bachelor and a 1 bedroom apartment '
HUM,'Who is the President of Pergament '
HUM,'What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight '
LOC,'What country contains the highest point in South America '
ENTY,'What is a fear of disease '
DESC,'What is a caldera '
LOC,'Where did Wile E Coyote always get his devices '
HUM,'What astronomer-architect designed the present St Paul s Cathedral in London '
ENTY,'What is a fear of parasites '
ENTY,'What s the highest-ranking suit in bridge '
DESC,'What is the meaning of Jesus '
ENTY,'What card game can feature dealer s choice '
ENTY,'What Broadway musical featured the song '
HUM,'Who was the first person to study the stars '
HUM,'What TV sitcom character had the maiden name Ethel Potter '
HUM,'Who made the rotary engine automobile '
LOC,'What country is the largest diamond producer '
ENTY,'What English word contains the most letters '
NUM,'How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose '
NUM,'How many types of lemurs are there '
ENTY,'What World War I battle saw 6 '
LOC,'What is the oldest website on the Internet '
ENTY,'Name a technique widely used to detect birth defects '
HUM,'What jockey won 17 Triple Crown races '
ENTY,'What crop failure caused the Irish Famine '
DESC,'What is the origin of the word assassinate '
NUM,'The Olympic Games in which year allowed Nadia Comaneci to become popular '
ENTY,'What color flies closest to the staff on Belgium s flag '
ENTY,'What is the rarest coin '
HUM,'What actor '
NUM,'How much pizza do Americans eat in a day '
ENTY,'For what disease is the drug Sinemet used as a treatment '
NUM,'Where does the US rank among world countries in area '
NUM,'When does the average teenager first have intercourse '
HUM,'The lawyer who represented Randy Craft '
HUM,'Who is the leading competitor of Trans Union Company '
HUM,'What company is the largest Japanese ship builder '
DESC,'How is Answerscom funded '
NUM,'What is the population of the largest Chilean city'
ENTY,'What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing '
HUM,'Who was the first elected mayor of Washington '
HUM,'Which member of Charlie s Angels sang vocals for Josie and the Pussycats '
ENTY,'What is the zodiac sign for August 14 '
DESC,'What are binomial coefficients '
ENTY,'What songs were popular in 1948 '
NUM,'How much caffeine is in a 16 oz cup of coffee '
DESC,'How do storms form '
LOC,'What US city was named for St Francis of Assisi '
DESC,'What is a courier '
HUM,'Who is Edmund Kemper '
LOC,'What city or state do the most gay men live in '
DESC,'What is a phalanx '
LOC,'What Texas city got its name from the Spanish for  yellow  '
LOC,'What are the three most populated countries in the world '
DESC,'How can someone become a federal agent '
NUM,'How many people in the world speak French '
NUM,'How many continents are there '
NUM,'How many American soldiers are stationed in South Korea '
ENTY,'What is the name of the song that Dracula plays on the organ '
NUM,'How many miles is it to Ohio from North Carolina '
HUM,'Who won World War II '
DESC,'Why were people recruited for the Vietnam War '
NUM,'How many pins are used in skittles '
LOC,'What body of water does the Yukon River empty into '
LOC,'What are the five most expensive cities in the world '
ENTY,'What Robert Louis Stevenson novel was inspired by Deacon William Brodie '
ENTY,'What did a 16th-century Aztec athlete get for putting a rubber ball through a ring '
DESC,'What does seccession mean '
NUM,'How many endangered species are there in the world '
HUM,'What was American folk hero John Chapman s nickname '
DESC,'What is the proof that houseplants metabolize carcinogens '
DESC,'Why are electric cars less efficient in the northeast than in California '
LOC,'What South American country won its first World Cup soccer title in 1978 '
ENTY,'What is Nero Wolfe s favorite drink during office hours '
HUM,'Who makes chicken  finger lickin  good '
DESC,'How do birds find their way back to the same place every year '
LOC,'Which city has the oldest relationship as a sisterðcity with Los Angeles '
LOC,'What country is the worlds leading supplier of cannabis '
DESC,'How do I love thee '
HUM,'Who was Lauren Bacall s first husband '
ENTY,'What English word has the most letters '
HUM,'What university football team did OJ Simpson take to the Rose Bowl '
HUM,'Who was the president of Vichy France '
ENTY,'Name a Gaelic language '
LOC,'What was the largest city in the world to declare martial law in 1989 '
HUM,'What first name was Nipsy Russell given at birth '
ENTY,'What two body parts grow all your life '
HUM,'Name the Four Horsemen of the Apocalypse '
HUM,'Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake '
ENTY,'What five-time winner of the Kentucky Derby lost his first 25 races '
ENTY,'What was the sequel to The Pink Panther '
ENTY,'What is the procedure called for drilling a hole in your skull to acheive a higher consciousness '
ENTY,'What household products are there for adult acne '
HUM,'Who won the 1968 California Democratic primary '
LOC,'Where did he get the title '
NUM,'How many species of the Great White shark are there '
DESC,'What causes rust '
DESC,'What does Lloyd s Lutine Bell announce '
HUM,'Name the designer of the shoe that spawned millions of plastic imitations '
DESC,'What is graduate school '
ENTY,'What does the Peugeot company manufacture '
ENTY,'What is a fear of water '
LOC,'Where does the Santa Fe Trail begin and end '
ENTY,'What was the name of the computer in  2001 : A Space Odyssey  '
NUM,'How many seats does the Batmobile sport '
HUM,'Who is the prime minister of Australia '
HUM,'What Pope inaugurated Vatican International Radio '
LOC,'Where do I find information for foreclosure properties on the Internet '
LOC,'Where did the real St Nicholas live '
LOC,'The Orange Bowl is located in what city '
HUM,'Who was Jane Goodall '
NUM,'How many freckles does Howdy Doody have on his face '
LOC,'Where was  I have fallen '
NUM,'What chapter of the Bible has the most verses '
ENTY,'What term means a sexual attraction between a male and a female '
NUM,'How many people live in Chile '
ENTY,'What does caliente translate to in English '
LOC,'What is the country of origin for the name Thomas '
ENTY,'What Don McLean song laments the day Buddy Holly died '
NUM,'How much did a knight s armor weigh '
NUM,'How many copies of an album must be sold for it to be a gold album '
DESC,'What is the origin of  barbeque  '
ABBR,'What does the abbreviation AIDS stand for '
DESC,'What is Jane Goodall known for '
LOC,'What two European countries are joined by the Gran San Bernardo Pass '
DESC,'What is meant by blood SED rate '
DESC,'What is porphyria '
HUM,'Name the US Senate majority leader and the Speaker of the House '
NUM,'How many equal sides are there on a scalene triangle '
NUM,'How old is the sun '
ENTY,'To get the most caffeine '
ENTY,'What Dickens novel has David carrying the message  Barkis is willin  to Peggy '
DESC,'How does an ion drive work '
DESC,'How can I get someone s phone number if I only have their screen name '
ENTY,'What does an edentulous smile lack '
DESC,'What is fiber in food '
ENTY,'What soft drink tells us to  Go Hawaiian  '
LOC,'What airport is on the Piccadilly subway line '
LOC,'What is the city in which Maurizio Pellegrin lives called '
HUM,'What name does the world know Renaissance artist Kyriakos Theotokopoulos by '
LOC,'Where did Dikembe Mutombo go to college '
ENTY,'What do peacocks mate with '
DESC,'What is proposition 98 about '
NUM,'When was the San Francisco fire '
NUM,'How long does it take for Spider-Man s web to evaporate '
LOC,'What are the largest breweries in the world '
HUM,'Who is the creator of  The Muppets  '
ENTY,'What are the shortest and the longest songs ever produced '
LOC,'What are the largest libraries in the US '
DESC,'What is a turnkey contract '
HUM,'What Nazi leader killed himself in jail just before he was to be executed as a war criminal '
NUM,'What is the weight of air '
HUM,'Who created private detective Philip Marlowe '
HUM,'What is her husband s name '
DESC,'What is cache memory '
HUM,'Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars '
NUM,'How many times a day should you take a prescription marked  qid   '
DESC,'From what cause does tuberculosis stem '
NUM,'What is the population of Ohio '
HUM,'What does Robin Williams do '
NUM,'How big is a baby bald eagle '
ENTY,'What colors make up a rainbow '
HUM,'What is  the airline built for professional travelers  '
DESC,'What is the origin of the Christmas tree '
ENTY,'What Aesop s fable has the moral :  The race is not always to the swift Slow and steady is bound to win  '
HUM,'Who played for the Chicago Bears '
NUM,'Of children between the ages of two and eleven '
HUM,'What mythical figure carries an hourglass and a scythe '
HUM,'Who is Zebulon Pike '
ENTY,'What color is most often used to symbolize truth '
HUM,'Which Bloom County resident wreaks havoc with a computer '
ENTY,'Name the vessel used by the Atari Force in the DC comics '
ENTY,'Ray Charles is best known for playing what instrument '
HUM,'Who made the most appearances in the center square on Hollywood Squares '
HUM,'What are the four railways in Monopoly '
DESC,'What happened in dogtown in 1899 to make that year remembered '
ENTY,'What was the name of that popular song the Creeps sang '
NUM,'What was the average life expectancy during the Stone Age '
DESC,'What is the difference between Neoclassical art and Romanticism art '
HUM,'Who is the youngest of the Beatles '
NUM,'How much do tuberculosis combatting drugs cost '
ENTY,'Name the operating system that runs on IBM-compatible machines '
ENTY,'What TV series changed the names to protect the innocent '
LOC,'Where s the Petrified Forest '
LOC,'McCarren Airport is located in what city '
LOC,'What countries have the largest areas of forest '
ENTY,'What was the food of the Greek gods called '
HUM,'Who told all in Ball Four '
DESC,'What is software piracy '
HUM,'What doctor is synonymous with footwear and foot care '
NUM,'What time of year is air travel the heaviest '
LOC,'What US state includes the San Juan Islands '
NUM,'What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell s tomato soup '
HUM,'Who played Humpty Dumpty in the 1933 film Alice in Wonderland '
HUM,'What was the name of the first Watergate special prosecutor '
NUM,'How many four star generals were there and who are they '
NUM,'When was the USSR dissolved '
HUM,'Who was the 3rd president of the United States '
LOC,'What country in Latin America is the largest one '
NUM,'How many types of cheese are there in France '
HUM,'What longtime game show host dropped dead while jogging in Central Park in 1984 '
LOC,'Where can one find information on religion and health '
DESC,'How does marijuana lead to other drugs '
HUM,'Who was the king who was forced to agree to the Magna Carta '
ENTY,'What terror of the sea did Johnny Horton sing about '
LOC,'Where are the Union Stockyards '
DESC,'How do I impress a guy '
LOC,'What island is home to statues called Mauis '
HUM,'What Scottish poet penned To a Mouse and To a Louse '
HUM,'Who was the king who signed the Magna Carta '
HUM,'Who is the Voyager project manager '
DESC,'How do I find a city if I have the area code '
DESC,'What is the Amish religion '
DESC,'What must a Las Vegas blackjack dealer do when he reaches 16 '
ENTY,'What Morris West novel deals with Russian bishop who becomes Pope '
NUM,'How many people were executed for Abraham Lincoln s assassination '
DESC,'What is Shalom '
ENTY,'What game is Garry Kasparov really good at '
NUM,'How many colonies did Germany get to keep after World War I '
HUM,'What comedian was The Perfect Fool '
LOC,'What sea is Bombay on '
LOC,'In what state was there an 11 million gallon oil spill '
HUM,'Who tramped through Florida looking for the Fountain of Youth '
DESC,'How do you box train a cat '
DESC,'How is the element strontium purified '
ENTY,'What dog was dubbed The Mortgage Lifter '
ENTY,'What is a synonym for aspartame '
ENTY,'What is the term for the side of the mountain that faces the prevailing winds '
DESC,'What does Robert mean '
DESC,'How is Easter Sunday s date determined '
LOC,'Where could I go to take a ride on a steam locomotive '
NUM,'When did Mount St Helen last have a major eruption '
DESC,'What does the word terrorism mean '
DESC,'What are the Twin Cities '
ENTY,'Name the Islamic counterpart to the Red Cross '
HUM,'Who said :  Old soldiers never die ; they just fade away  '
ENTY,'What Irwin Allen bomb has Richard Widmark saying he ll be  the first officer in history to get his butt kicked by a mess of bugs !  '
LOC,'What is the largest shopping mall in the world '
ENTY,'What are the different approaches of systems analysis '
NUM,'What is Martin Luther King Jr s real birthday '
ENTY,'What is the lens behind the iris in the eye called '
LOC,'Where can I find information on the Narragansett Indians and other tribes in Rhode Island '
NUM,'What is the current unemployment rate in the US '
DESC,'What is the Milky Way '
NUM,'How many islands make up Antigua '
ENTY,'What is the name for clouds that produce rain '
ENTY,'What were the five opening words on Ben Casey '
HUM,'What author was appointed US ambassador to Spain in 1842 '
HUM,'What was the nickname of German flying ace Manfred von Richthofen '
HUM,'What director made one silent and one sound version of The Ten Commandments '
HUM,'Name the two actress daughters of John Mills '
NUM,'What is Dick Clark s date of birth '
ENTY,'What s the highest possible bid in Contract Bridge '
ENTY,'What color are tennis balls '
HUM,'Who died 1 feet from where John F Kennedy did '
HUM,'Who claimed to be the world s most perfectly-developed man '
LOC,'Where can I get US economic statistics '
LOC,'What country was A Terrible Beauty to Leon Uris '
NUM,'How often are quadruplets born '
DESC,'What is the historical relationship of Catholic Church and bingo '
ENTY,'What shrubs can be planted that will be safe from deer '
DESC,'What causes an earthquake '
DESC,'What was the rallying cry of the early American revolutionaries '
DESC,'What is object-oriented design '
ENTY,'What was the name of the 1899 policy forced on China by which all nations had equal trading rights '
HUM,'Who created the character of Scrooge '
DESC,'What was the verdict in the trial of Lizzie Borden '
LOC,'Where is the actress '
ENTY,'What started in 1849 when gold was discovered at Sutter s Mill '
ABBR,'What s the abbreviation for limited partnership '
HUM,'Who wrote  Dubliners  '
HUM,'Who was America s first Public Enemy No 1 '
HUM,'What well-known actor is the father of star Alan Alda '
DESC,'Why are the ears your center of balance '
HUM,'Who wrote The Secret Life of Walter Mitty '
DESC,'What does gringo mean '
ENTY,'What international sport was originally called hurley '
HUM,'What are the top ten all-time money making NFL teams '
ENTY,'What is the largest snake in the world '
DESC,'What excuse did the NATO people give for hitting the Chinese embassy '
HUM,'Who is the founder of Scientology '
NUM,'What s the American dollar equivalent for 8 pounds in the UK '
NUM,'What is the chance of conceiving quadruplets '
HUM,'What s Japan s largest car manufacturer '
DESC,'Why is it called  hamburger  if there is no ham in it '
ENTY,'What is the legal blood alcohol limit for the state of California '
DESC,'How can a foreigner get a US Social Security card '
NUM,'How many holes are there in a tenpin bowling ball '
DESC,'What is the literal meaning of  D-DAY  '
HUM,'What Dynasty star made her 2th Century-Fox debut in The Virgin Queen '
DESC,'What is The Gay Science '
NUM,'When was the first American encyclopedia published '
HUM,'Name a French fascist party '
HUM,'CNN is owned by whom '
ENTY,'What kind of wine is Spumante '
HUM,'Who used to make cars with rotary engines '
DESC,'How do you get to the top of the Eiffel Tower '
ENTY,'What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl '
ENTY,'What did Jimmy Stewart invent '
ENTY,'What book is subtitled The Preservation of Favoured Races in the Struggle for Life '
LOC,'What Scandinavian country covers 173 '
HUM,'Who s played the most games for the New York Yankees '
LOC,'What country did the ancient Romans refer to as Hibernia '
LOC,'What London museum features a Chamber of Horrors '
NUM,'What century does Captain Video live in '
NUM,'What is Dick Clark s birthday '
HUM,'Who played the title role in I Was a Teenage Werewolf '
DESC,'What does the double-O indicate in 007 '
DESC,'How can I find a phone number of someone if I only know their email address '
NUM,'What was Einstein s IQ '
HUM,'Who was the tallest US president '
ENTY,'Who were John F Kennedy s dogs '
LOC,'Where did King Francis I hang the  Mona Lisa  when he owned it '
LOC,'What town was the setting for The Music Man '
ENTY,'What did Abolitionists try to end '
HUM,'Who said  What contemptible scoundrel stole the cork from my lunch  '
DESC,'How do you find out what is allowed to claim as a contibution for income tax purposes '
ENTY,'What was Jimmy Durante s theme song '
DESC,'What is the origin of US Army sergeant s stripes '
NUM,'When was Dick Clark born '
DESC,'What are the words to the song sung by  Banana in Pajamas  '
NUM,'How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with '
HUM,'What TV character said ;  One of these days '
ENTY,'What is the fastest commercial automobile that can be bought in the US '
DESC,'What is an example of an actual case of using the Fourteenth Amendment '
HUM,'Who founded the modern theory of probability '
HUM,'Who is William Wordsworth '
HUM,'Who is Johnny Carson '
HUM,'Who owns the rights on a TV program '
HUM,'Which college did Dikembe Mutombo attend '
HUM,'Name the blind sculptress in love with the Fantastic Four s Thing '
DESC,'Why do rooftops give off steam after a big rainstorm '
DESC,'What is the difference between pop music and rock and roll '
LOC,'What country '
NUM,'What day of the week sees the most fatal car accidents '
LOC,'What French seaport claims to be The Home of Wines '
ENTY,'What happened on January 15 '
ABBR,'What does NASDAQ stand for '
NUM,'What seven digits follow the area code in the number for long distance information '
ENTY,'What part of your body contains the corpus callosum '
NUM,'How many rows of sprocket holes does a roll of 35-millimeter film have '
ENTY,'What letter does Gorbachev s middle name start with '
NUM,'When did the last Americans leave Vietnam '
HUM,'What diamond producer controls about 80\% of the world s diamonds '
ENTY,'What is the plural of gulf '
DESC,'What is fellatio '
ABBR,'What does  BYOB  mean '
NUM,'When did the Bounty mutiny take place '
ENTY,'What condiment do the Dutch dip their French fries in '
HUM,'Who is the director and editor of the movie Big starring Tom Hanks '
LOC,'What Rocky Mountain ridge separates North America s eastward and westward-flowing rivers '
LOC,'Where can I find a large list of 5 to 6 letter words '
ENTY,'What fossilizes to form coprolite '
