@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
ENTY,'What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger '
LOC,'Where did Woodstock take place '
ABBR,'What is a  USB  port on a computer '
LOC,'What Kentucky city calls itself The Horse Center of America '
HUM,'What company has built more than 2.5 billion little green houses since 1935 '
HUM,'What dictator has the nickname  El Maximo  '
ENTY,'What is the recipe for Eggs Benedict '
ENTY,'What sport does Chris Jogis play '
ENTY,'What cocktail do you concoct with whisky and sweet vermouth '
ABBR,'What does MSG stand for '
HUM,'Who followed Willy Brandt as chancellor of the Federal Republic of Germany '
ENTY,'How do you say  Grandma  in Irish '
NUM,'What year did Charles Dicken die '
LOC,'What city in Florida is Sea World in '
HUM,'Who is Imam Hussain Ben Ali whom Shia people believe in '
ENTY,'What color of Monopoly properties are landed on most often '
NUM,'In which year was the cartoon character Chilly Willy created '
LOC,'What s the fifth-largest country in the world '
ENTY,'What do sailors use to measure time '
ENTY,'What s the largest letter in Salvador Dali s signature '
NUM,'How many years of bad luck follow breaking a mirror '
LOC,'What countries have the highest ratio of university students '
LOC,'What is the oldest building in the United States '
ENTY,'What dangles over the tongue from the palate '
NUM,'What month were you born in if your birthstone is sardonyx '
LOC,'What southwestern state is dubbed The Silver State '
HUM,'Who made the first airplane that could fly '
NUM,'What is the quantity of American soldiers still unaccounted for from the Vietnam war '
HUM,'Name the Marvel team loosely based on DC s Justice League of America '
DESC,'What is the origin of the atom '
DESC,'How do birds have sex '
LOC,'What city boasts Penn s Landing '
LOC,'What volcano showers ash on Sicily '
LOC,'What city in the U.S. experienced the most growth recently '
NUM,'How much will the California be in the year 2000 '
LOC,'What ocean surrounds the Madeira Islands '
HUM,'Who is considered The First Lady of the American Stage '
ENTY,'What was lost and regained by poet John Milton '
DESC,'What is the difference between a classical and an acoustic guitar '
HUM,'What school does Tom attend in Tom Brown s School Days '
LOC,'What was the birthplace of Edgar Allen Poe '
NUM,'How many home runs did Babe Ruth hit in his lifetime '
LOC,'What cathedral was Thomas Becket murdered in '
HUM,'Who is Ishmael in Moby Dick '
DESC,'How do you use an intranet '
ENTY,'What did Aaron Hass write '
DESC,'What does the name Gina mean '
DESC,'Why is Chicago named Chicago '
ENTY,'Which cats pursued Tweety Pie in his first cartoon appearance '
LOC,'What North American city sprouts the most parking meters '
HUM,'Who was the first doctor to successfully transplant a liver '
DESC,'How do I install a tile floor '
HUM,'Who is Rocky s and Bullwinkle s ever-lost friend '
DESC,'What s distinctive about a palmiped s feet '
ENTY,'What do chefs call The Master Spice '
ENTY,'Which produces the longer sperm - an elephant or a mouse '
HUM,'What English playwright penned :  Where the bee sucks '
HUM,'Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended '
ENTY,'What is a film starring Jude Law '
HUM,'Who awarded The Flying Fickle Finger of Fate '
DESC,'What s the setting of John Le Carre s A Small Town in Germany '
NUM,'What is the length of border between the Ukraine and Russia '
LOC,'Where can I get information on the original 13 US colonies '
NUM,'When was Franklin D. Roosevelt stricken with polio '
DESC,'How can anyone tell if a female had sexual intercourse '
ENTY,'Which gender has bigger thighs '
LOC,'Where do you find the answers for all these questions '
ENTY,'What is a fear of hair '
HUM,'What former president s daughter has written a book titled Murder in the White House '
NUM,'How deep is a fathom '
ENTY,'What letter adorns the flag of Rwanda '
NUM,'How many casinos are in Atlantic City '
HUM,'What is the best Internet business to go into '
HUM,'Who invented volleyball '
ENTY,'What Judith Rossner novel was made into a film starring Diane Keaton '
LOC,'What is Stefan Edberg s native country '
HUM,'What presidential administration challenged Americans to explore The New Frontier '
NUM,'What percentage of the silver production is done by independent silversmiths '
LOC,'What Russian city boasts the Hermitage Museum '
LOC,'Where are the 49 steps '
HUM,'Who sang the song  Hooked on a Feeling  in the dancing baby episode of  Ally Mcbeal  '
ENTY,'Which two products use a tiger as their symbol '
DESC,'What causes rust '
DESC,'How do they find an epicenter '
HUM,'Name the organization that is presided by a Security Council .'
DESC,'What is difference between a poster and a print '
NUM,'What is the population of the United States '
LOC,'Where is Mile High Stadium '
ENTY,'In the Miller Lite TV commercial '
ENTY,'What is the primary language of the Philippines '
HUM,'Who do Herb and Tootsie live next door to '
HUM,'Who is the President of Ghana '
HUM,'What record company produced the 1978 movie The Wiz '
ABBR,'What is the abbreviation of the company name  General Motors  '
HUM,'What are the five most popular Usenet groups '
ENTY,'What was the first ready-to-eat breakfast cereal '
ENTY,'What took first prize in Omni magazine s contest to find the  ultimate unanswerable question  '
HUM,'What actor has a tattoo on his right wrist reading Scotland Forever '
HUM,'Name the tree growing company .'
HUM,'What was the previous name for the Commonwealth '
DESC,'What causes someone to be ticklish '
DESC,'What is viscosity '
HUM,'What are the characters  names in the Scooby-Doo cartoon '
DESC,'What are geckos '
HUM,'What is the world s largest distilling company '
LOC,'Where is the Loop '
LOC,'What state full of milk and honey was the destination in The Grapes of Wrath '
ENTY,'What s the only color Johnny Cash wears on stage '
LOC,'Where is the official  zero  of the sea level '
LOC,'Where can I take a test that will tell me what I should be when I grow up '
DESC,'Why do pharmacists work on raised floors '
ENTY,'What kind of patent did Ermal Fraze get in 1963 '
NUM,'What brand number graces the black label of a bottle of Jack Daniel s '
NUM,'What time of year has the most air travel '
DESC,'What s a  coup de poing  to a French boxer '
HUM,'What is Drew Barrymore s middle name '
NUM,'How tall is Prince Charles '
NUM,'When was Yemen reunified '
NUM,'How much does the President get paid '
DESC,'How does salt melt ice and snow '
NUM,'How many different vegetation zones are there '
HUM,'What is Goldfinger s first name '
LOC,'What state on the Gulf of Mexico has its lowest point five feet below sea level '
NUM,'How much snow equals an inch of rain '
DESC,'What is the text of the Fifth Amendment '
ENTY,'What did Dan Aykroyd and John Belushi quit Saturday Night Live to become '
HUM,'What girl s name is  Teddy  an affectionate form of '
DESC,'What is the meaning of  CPR  '
DESC,'What is cosmology '
NUM,'How many people live in Tokyo '
LOC,'What European country is home to the beer-producing city of Budweis '
DESC,'What is a serigraph '
NUM,'How long does cocaine stay in your system '
HUM,'Who was the first American poet to win the Nobel Prize for literature '
DESC,'What is InterLata Internet service '
NUM,'How long does it take different materials to decompose '
DESC,'What does the donation process entail '
DESC,'What makes a tornado turn '
HUM,'Who is the mayor of Marbella '
NUM,'How many hostages were killed in the Entebbe raid '
HUM,'Who portrayed Vincent Van Gogh in Lust for Life '
HUM,'What is the protagonist s name in Dostoevski s  The Idiot  '
HUM,'Who is buried in the great pyramid of Giza '
HUM,'Who bestowed great power upon Captain Britain '
NUM,'When did the neanderthal man live '
DESC,'How do you tell your parents you are dating an older man '
ENTY,'What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby '
ENTY,'What fuel do airplanes use '
DESC,'What s the meaning of the Latin battle cry : Ad arma '
ENTY,'What is a 2-sided object called '
HUM,'Whose husbands have included Conrad Hilton Jr. '
LOC,'What s the capital of Taiwan '
ENTY,'What kind of science is cosmology '
HUM,'What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and 50s '
DESC,'Why do some clothing labels say  Use a nonchlorine bleach  '
ENTY,'What war added jeep and quisling to the English language '
NUM,'When did Spain and Korea start ambassadorial relations '
DESC,'How is a hydrogen bomb different from a nuclear bomb '
NUM,'When did Muhammad live '
ENTY,'What Homerian epic chronicles events toward the end of the Trojan Wars '
LOC,'Where s the GUM department store '
ABBR,'What does HIV stand for '
DESC,'What s the difference between carelessness and carefreeness '
DESC,'What is the difference between love and infatuation '
NUM,'How many points make up a perfect fivepin bowling score '
ENTY,'What Jules Verne novel features scientists held captive in the submarine Nautilus '
DESC,'What is literary criticism '
LOC,'What is the leading pecan and peanut growing state '
ABBR,'What is the full form of .com '
ENTY,'What drink is the best thirst-quencher '
DESC,'How did the jack-o -lantern get it s name '
LOC,'What planet did Percival Lovell discover '
NUM,'What is the speed of the Mississippi River '
DESC,'What are bear and bull markets '
NUM,'How far is the longest hole in 1 on any golf course and where did it happen '
NUM,'What year did Montana become a state '
DESC,'How do you make the color purple '
ENTY,'What is the Taj Majal made of '
NUM,'What year did nylon stockings first go on sale '
DESC,'What is the history of the soft drink Mr. Pibb '
NUM,'How many electoral college votes does Colorado have '
HUM,'Who was chosen to be the first black chairman of the military Joint Chiefs of Staff '
HUM,'What woman was Time s Man of the Year for 1952 '
ENTY,'What do Italians call Florence '
HUM,'What U.S. senator once played basketball for the New York Knicks '
ENTY,'What late-night TV show features Larry '
LOC,'What s the farthest planet from the sun '
DESC,'Where do chihuahuas come from '
NUM,'When was London s Docklands Light Railway constructed '
NUM,'How many square feet is Bill Gates  home '
LOC,'Where did the myth of Santa Claus originate '
HUM,'What spy novelist served as Moscow correspondent for Reuter and The Times of London '
ENTY,'What format was the major competition of VHS '
NUM,'What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize '
DESC,'How do they produce vitamins '
NUM,'How many muscles does an oyster have '
DESC,'How do Ouija Boards work '
HUM,'Who invented panties '
HUM,'Who won the Nobel Peace Prize in 1991 '
ENTY,'What overalls are named for Dungri '
LOC,'What Asian city boasts the world s biggest bowling alley '
ABBR,'What is DEET '
NUM,'How many characters are in the Chinese alphabet '
LOC,'What country other than Germany invaded Poland in September 1939 '
HUM,'What is Dr. Ruth s last name '
LOC,'Where on the Web is Adventours Tours from Sydney '
DESC,'What are amicable numbers '
LOC,'What is the highest continent '
ENTY,'What was the orca s name that died of a fungal infection at Sea World '
NUM,'How much money does a back injury lawsuit get '
HUM,'Who wrote the bestselling Missionary Travels and Researches in South Africa '
ABBR,'What does the number  5  stand for on FUBU clothing '
LOC,'Where can I find a lesson plan for teaching the metric system conversion to American standard '
NUM,'When did the  Star-Spangled Banner  become the national anthem '
NUM,'What is the world record for the longest hair '
LOC,'What sea separates Naples and Algiers '
LOC,'In Sinclair Lewis   Main Street '
NUM,'When is Bastille Day '
DESC,'What was the first Funk N Lata '
DESC,'How do clouds form '
DESC,'What is the origin of the name  Scarlett  '
NUM,'How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch '
HUM,'What president s ghost is said to haunt the White House '
LOC,'Where was the first restaurant '
DESC,'What is Cabarnet Sauvignon '
NUM,'How much of the nation s children between the ages of two and eleven watch  The Simpsons  '
HUM,'What Good Little Witch is Casper s girlfriend '
ENTY,'What sport can a free-legged pacer compete in '
ENTY,'What is the only primate to lack pigment in the palms of its hands '
ENTY,'What did Martin Luther post on the church door at Wittenberg '
HUM,'What Honeymooners actress did Television magazine name as 1953 s most promising star '
LOC,'Where does the song Anything Goes take place '
LOC,'Which large U.S. city had the highest murder rate for 1988 '
LOC,'On what avenue is the original Saks department store located '
NUM,'How many days does a typical mayfly live '
NUM,'How big is our galaxy in diameter '
HUM,'What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe '
ENTY,'What game s board shows the territories of Irkutsk '
DESC,'What is God '
LOC,'What country has declared one-fifth of its territory off-limits to Russians '
HUM,'What well-known TV talk show host was a lay preacher by the time he was seventeen '
ENTY,'What award is the  Oscar  of advertising '
ENTY,'What s the term for a limestone deposit rising from the floor of a cave '
DESC,'Define the Pheonix Club '
DESC,'What are the side effects of mevacor '
LOC,'Which area produces the least acidic coffee '
LOC,'Where did the sport of caber-tossing originate '
HUM,'What Japanese manufacturer is known for both its pianos and its motorcycles '
ENTY,'What joins white wine to put the spritz in a Spritzer '
LOC,'Where is the Keck telescope '
HUM,'What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose '
HUM,'What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne '
ENTY,'What is the only modern language that capitalizes its singular first-person pronoun '
DESC,'How do chickens have baby chicks '
LOC,'What s the oldest capital city in the Americas '
ENTY,'What does a spermologer collect '
HUM,'Who wrote NN DT NNP NNP  '
DESC,'What ever happened to the once popular Yale Lock Company '
ENTY,'What is the treatment for depression '
HUM,'What king is satirized in the line :  The King was in the countinghouse '
DESC,'Colin Powell is famous for what '
NUM,'What do Englishmen weigh themselves in '
LOC,'Where does dew come from '
DESC,'Where did marijuana come from '
LOC,'What are tourist attractions in Reims '
ENTY,'What s the name of the Tokyo Stock Exchange '
HUM,'Who played the part of the Godfather in the movie '
LOC,'What U.S. state ends with a G '
NUM,'How many people are taller than 7 feet '
ENTY,'What 1956 Grace Metalious novel was on the best-seller list for two years '
NUM,'What is the chromosome number of an elephant '
HUM,'What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles '
LOC,'What city is near the mouth of the Amazon '
HUM,'Name the two blob members of the animated Herculoids .'
DESC,'What are the distinct physical characterstics of the Arabian horse '
ENTY,'What was Edward Albee s first full-length play '
LOC,'What sprawling U.S. state boasts the most airports '
ENTY,'What sport is known for hooligans '
HUM,'Who is Desmond Tutu '
DESC,'Describe the Finnish music personality Salonen s appearance .'
ENTY,'What are the main blood vessels '
NUM,'What is the amount of money owed for illegally having a dog on a beach '
LOC,'Where is Webster University '
ENTY,'What s the slowest Olympic swimming stroke '
DESC,'What effect does a prism have on light '
DESC,'What is a Cartesian Diver '
ENTY,'What types of water pollution are there '
ENTY,'What bowl game began as an East-West contest between Michigan and Stanford in 192 '
HUM,'What video game hero do some of his fans call Chomper '
LOC,'Where is Tornado Alley '
HUM,'Who s the founder and editor of The National Review '
HUM,'When called upon to surrender '
HUM,'What is Nathan Hamill s role in the new Star Wars prequel '
ENTY,'What s the most delicate-tasting member of the onion family '
HUM,'What is Pittsburgh s baseball team called '
ENTY,'What s the term for a bet before cards are dealt '
ENTY,'What concerts are held in New York this week '
ENTY,'What did Louis Cartier invent for aviator Santos Dumont in 1940 '
LOC,'Which city did Christian Crusaders fight to recapture from the Muslims '
ENTY,'What is  the taste that beats the others cold  '
NUM,'How long does James Bond like his eggs boiled '
ENTY,'What is a fear of points '
ENTY,'What is the most radioactive food '
ENTY,'Italy is the largest producer of what '
ENTY,'What war saw battles at Parrot s Beak and Black Virgin '
ENTY,'What kind of meat is Fray Bentos synonymous with '
DESC,'Why is black the color of mourning in the West '
DESC,'What is a mathematical factor '
HUM,'What robust U.S. President imported his own instructor after seeing a judo match '
NUM,'How deep is a fathom '
HUM,'Who appointed the chair of the Federal Reserve '
NUM,'How many states did Richard Nixon carry in 1972 '
ENTY,'What does a chairbound basophobic fear '
ENTY,'What two animals are specifically mentioned as being in Noah s Ark '
ENTY,'Which type of soda has the greatest amount of caffeine '
HUM,'What Russian master spy lived in the U.S. under the name Emil Goldfus '
NUM,'How many minutes were there on the original GE College Bowl clock '
NUM,'How many Community Chest cards are there in Monopoly '
ENTY,'What was the name of Baretta s cockatoo '
NUM,'What are the lengths of pearl necklaces '
LOC,'Which country is Australia s largest export market '
LOC,'What state has the most Indians '
DESC,'What s the Olympic motto '
LOC,'What Caribbean island is northeast of Trinidad '
LOC,'Where did Freidreich Wilhelm Ludwig Leichhardt '
LOC,'In what city is the headquarters of Sinn Fein '
DESC,'What caused Harry Houdini s death '
HUM,'What appointments secretary to Richard Nixon went to jail '
DESC,'What does Las Vegas mean '
DESC,'How is saline used in medicine '
HUM,'What are the major companies that are part of Dow Jones '
ENTY,'What has to be produced in a writ of habeas corpus '
HUM,'What university was Woodrow Wilson President of '
LOC,'Which city in Canada is the least-populated '
ENTY,'What class of animals makes up more than two-thirds of known species '
HUM,'What rock group raised a ruckus at the White House by singing American Woman '
ENTY,'What Michelangelo sculpture is in Saint Peter s Cathedral '
DESC,'Why do the chickenpoxs last so long '
HUM,'What famous British actor lost his voice after an operation in 1966 '
LOC,'What desert has been called The Garden of Allah '
ENTY,'Which two products use a tiger as their symbol '
ENTY,'What is the correct way to use  may  vs.  might  '
ENTY,'What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp '
HUM,'What creative genius said :  Everything comes to him who hustles while he waits  '
NUM,'How many years is Johnnie Walker Black Label aged '
ENTY,'What is the most common cancer '
NUM,'How many calories are there in soy sauce '
NUM,'On which dates does the running of the bulls occur in Pamplona '
HUM,'Which Bourbon king was restored to the French throne during Napoleon s abdication '
NUM,'What is the first day of the week '
LOC,'What are the names of all the seas in the world and what ocean do they drain into '
NUM,'What is the population in India '
HUM,'Who invented the electric guitar '
NUM,'What are the shoe sizes of O Neal '
DESC,'How can SQL queries be improved '
ENTY,'What does a polyorchid man have at least three of '
HUM,'Who was Tiny Tim s father '
NUM,'How many boys play the game in Winslow Homer s 1872 painting Snap the Whip '
ENTY,'What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body '
DESC,'What is thermal equilibrium '
ENTY,'What are the components of polyester '
DESC,'How do you build a solar car for a high school experiment '
ENTY,'What animals acted as lapwarmers for American colonists in church '
DESC,'How do I start a bank '
ENTY,'What is Smokey The Bear s middle name '
HUM,'Who portrayed Field Marshal Erwin Rommel in The Desert Fox '
DESC,'What are differences between 1980 and 1990 '
ENTY,'What Leoncavallo opera features a prologue by a clown '
HUM,'What famous male vocalist has the same name as the composer of the opera Hansel and Gretel '
DESC,'How is the element strontium purified '
NUM,'When does the Bible say the seasons started '
DESC,'What is Plc '
HUM,'Who does data collection in tourism '
LOC,'What man-made waterways is 1.76 miles long '
DESC,'What is usenet for the Internet '
DESC,'What does the term  spaghetti western  mean '
NUM,'How many colonies were involved in the American Revolution '
HUM,'What s the most common nickname of U.S. college football teams '
HUM,'Name a female figure skater .'
DESC,'For what reason did the Shea & Gould law firm close their L.A. office '
DESC,'How do you make a computer chip '
HUM,'Who was chief engineer of the Starship Enterprise '
DESC,'What makes sperm '
ENTY,'What is the fastest-growing comic strip of all time '
LOC,'Where is Ayer s rock '
ENTY,'What s the most powerful card in Euchre '
DESC,'What is Tetrinet '
HUM,'What comedian has a legendary reputation for stealing jokes '
ENTY,'What is the fastest computer '
DESC,'Hazmat stands for what '
HUM,'Who portrayed George M. Cohan in 1942 s Yankee Doodle Dandy '
DESC,'How do I keep cats out of my flower garden for good '
DESC,'What is a leper '
ENTY,'What is the name of the kids  show from Canadian Public TV with the singing pineapple '
NUM,'How far out is the universe '
ENTY,'What are the two largest birds on earth '
ENTY,'What is the rounded part on the top of a matchbook called '
LOC,'Where were the 196 Summer Olympics held '
ENTY,'Which comic book was not spawned directly from the pulp magazines '
ENTY,'What chemicals are used in lethal injection '
ENTY,'What beer advertised that it had  three rings  '
DESC,'What causes the body to shiver in cold temperatures '
ENTY,'What drink contains as many types of rum as possible '
NUM,'What is the temperature for baking Peachy Oat Muffins '
ENTY,'What tools do you use to crewel '
ENTY,'What are different products of petroleum '
ENTY,'What creature scares people in the film  Jaws  '
LOC,'What is Bill Gates of Microsoft E-mail address '
ENTY,'What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board '
NUM,'What is the starting salary for beginning lawyers '
HUM,'Who designed London Bridge '
ENTY,'What do you call a date that contains sequencing numbers '
HUM,'Who did Richard Nixon tender his resignation to '
ENTY,'What George Harrison tune sounded too much like He s So Fine by The Chiffons '
DESC,'What was the claim to fame of King Camp Gillette '
LOC,'What city gained renown for its pea-soup fogs '
LOC,'What two states is Washington D.C. between '
HUM,'Who are Woody Woodpecker s niece and nephew '
HUM,'Who made the first surfboard '
NUM,'How many members of a family could be drafted in the U.S. military during World War II '
HUM,'Who makes the  cross-your-heart bra  '
NUM,'How many sperm cells are in an average ejaculation '
ENTY,'What is kept in Fort Knox that is so valuable '
ENTY,'What movie told of Anna Anderson s claim to be a Russian czar s daughter '
LOC,'What celestial body has a diameter of 864 '
HUM,'What Ivy League school plays its home games at Palmer Stadium '
DESC,'What was The Living Room War '
HUM,'Whom did Lauren Bacall marry after her husband Humphrey Bogart died '
NUM,'When was CNN s first broadcast '
ENTY,'What s the U.S. Navy hymn '
LOC,'What country was Mikhail Gorbachev the leader of '
DESC,'What was the Vietnam War '
LOC,'In what city does Maurizio Pellegrin now live '
ENTY,'What are three ways in which wind is created on the earth '
NUM,'How many hours of work does it take a typist to complete a 100-page screenplay '
HUM,'What American won the world Grand Prix driving championship in 1978 '
NUM,'When did Nixon die '
HUM,'What was the name of Randy Steven Craft s lawyer '
NUM,'What percentage of children between the ages of two and eleven watch  The Simpsons  '
HUM,'Who has the only speaking role in  Silent Movie  '
ABBR,'What does NAFTA stand for '
ENTY,'Which is the most-used computer program '
NUM,'How many James Bond novels are there '
ENTY,'Name a golf course in Myrtle Beach .'
HUM,'What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie '
DESC,'What is tumbled marble '
LOC,'What U.S. state has sagebrush as its state flower '
ENTY,'What kind of fish is a coney '
NUM,'How many meters are in a mile '
ENTY,'What is the world s best selling cookie '
ENTY,'What are the historical trials following World War II called '
DESC,'What are the Arabic Numerals from 1 to 10 '
DESC,'What is Spumante '
ENTY,'What is the dot on an the letter i called '
NUM,'How long do you have to live in a community to vote '
LOC,'What is the capital of Kosovo '
LOC,'Where is the Danube '
ENTY,'What Boris Pasternak book sold 5 '
DESC,'What does Tiffany mean '
HUM,'Name the first Russian astronaut to do a spacewalk .'
HUM,'What did Andy Hardy s father do for a living '
NUM,'How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 '
HUM,'What doctor claimed in a 1946 book :  There is no such thing as a bad boy  '
NUM,'How long does a human live '
LOC,'What does the River Seine empty into '
LOC,'Where is the Abominable Snowman said to wander '
ENTY,'What movie did Steven Spielberg direct in 1975 '
ENTY,'What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 '
HUM,'What is Nicholas Cage s occupation '
HUM,'What are the three most successful companies of our time '
LOC,'What river runs through Liverpool '
ENTY,'What term does a Czech use to describe a Pole '
LOC,'What city s theatrical district has been dubbed The Roaring Forties '
NUM,'How much electricity does the brain need to work '
DESC,'What is titanium '
HUM,'What singer became despondent over the death of Freddie Prinze '
LOC,'What U.S. state boasts Leif Ericson Park '
ENTY,'Which is the largest clock '
ENTY,'What animal s tail is called a brush '
NUM,'How many websites are there in the world '
LOC,'What Scandinavian capital is built on nine bridge-connected islands '
DESC,'How can you contact play producers and promoters on-line '
HUM,'Who directed The Wild Bunch '
LOC,'Where can I find the names of all the 15 Pokemon '
ENTY,'What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 s Old Acquaintance '
LOC,'Where is the Kentucky Horse Park located '
LOC,'On what river is Rome built '
DESC,'What is a stratocaster '
ENTY,'What word occurs 46 '
HUM,'What athlete makes the most money from sports merchandise sales '
NUM,'How many Americans have HIV '
DESC,'Why can t women serve in the Navy on board submarines '
DESC,'How can scientists predict weather by observing clouds '
ENTY,'What auto race was Wilbur Reed the first to win three times '
ENTY,'What is Bella Abzug s sartorial trademark '
ENTY,'What is the name of the Jewish alphabet '
ENTY,'What are all the different kinds of contraceptives '
DESC,'What is multimedia '
NUM,'How many  No  answers was the What s My Line  panel allowed '
HUM,'Who is known as  the world s oldest teenager  '
DESC,'What is the meaning of W.B. Yeat s poem '
ENTY,'What is the West Virginia state animal '
ENTY,'What are the three secondary colors '
LOC,'Where was Richard Nixon when Gerald Ford became president '
ENTY,'In what religion was Isis the nature goddess '
HUM,'What is the name of the managing director of Apricot Computer '
ENTY,'What is a fear of childbirth '
DESC,'What is a  node  in computer terms '
LOC,'Where do you find information about the Queensland National Competition Policy'
DESC,'What is agent orange '
ABBR,'What is BPH '
LOC,'Which is the wealthiest country in the world '
ENTY,'What fowl grabs the spotlight after the Chinese Year of the Monkey '
ENTY,'What is it that walks on four legs '
HUM,'What Pulitzer Prize-winning novelist ran for mayor of New York City '
ENTY,'On what T.V. show could Tom Terrific be found '
NUM,'What is the fine for having a dog on a beach '
NUM,'How many pounds are there in a stone '
DESC,'How did the 7th inning stretch get started '
LOC,'Where are 8 of the 10 highest mountains in the world '
HUM,'What Soviet leader owned a Rolls-Royce '
HUM,'What is Michael Jackson s middle name '
HUM,'Who invented television '
LOC,'What country s flag is field green '
DESC,'How do you make panoramic sugar eggs for Easter - the ones with the scene inside '
HUM,'What was called the world s largest department store '
HUM,'Who invented Make-up '
DESC,'What was the proper Laugh-In respones to :  Say goodnight '
HUM,'What name did football s New York Titans adopt in 1963 '
DESC,'What is a  repeating voter  '
NUM,'How many milliseconds in a second '
HUM,'What is the most common name '
ENTY,'What cereal goes  snap '
HUM,'What cable network bills itself as  the family entertainer  '
NUM,'How long does the average domesticated ferret live '
HUM,'Who was the prophet of the Jewish people '
NUM,'How many mountains have been named for Presidents in the continental USA '
DESC,'What is the origin of the word trigonometry '
DESC,'What is hypnotherapy '
NUM,'How many people did Randy Craft murder '
DESC,'How do you tell somebody you like them '
ENTY,'What racehorse won an Associated Press poll as the greatest horse of the 20th century '
ABBR,'When reading classified ads '
ENTY,'What are pushed and coupled in hump yards '
ENTY,'What film was Jude Law in '
DESC,'What caused the death of Bob Marley '
DESC,'What are the words to  My Way  written by Paul Anka '
NUM,'How many trees go into paper making in a year '
LOC,'Where can I find the history of the Taiwanese language '
ENTY,'What do you get by mixing gin and vermouth '
ENTY,'What is a fear of odors '
DESC,'What does Aaron mean '
HUM,'What Indian tribe is F Troop perpetually doing battle with '
DESC,'What is the highest Roman numeral '
ENTY,'What cigarette is  a whole new world  '
HUM,'Who is the richest person in the world '
HUM,'Who is the best known villain of the 165 Gunpowder Plot '
DESC,'What is the AIM-54C Phoenix '
ENTY,'What is the longest word in the English language '
NUM,'How many grooves are on a dime '
NUM,'How many years do fossils take to form '
HUM,'What king boycotted Prince Charles s wedding '
NUM,'What year did Spielberg make  Jaws  '
ENTY,'What letter is to the right of K on a typewriter keyboard '
ENTY,'Which hair care product told us  hate that gray '
DESC,'What is a wop '
NUM,'What percent liked Thatcher after she had been in power for a decade '
HUM,'Who built the first successful stern wheel steamboat '
ENTY,'What is the chemical symbol for nitrogen '
DESC,'What is Doegs '
NUM,'How many rings are there on a five-zone archery target '
ENTY,'Name the product that is  at your grocer s '
ENTY,'What s the common name for acetylsalicylic acid '
ENTY,'What magazine paid $5 '
DESC,'How does James Bond like his martinis '
ENTY,'What type is a snail '
LOC,'Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place '
DESC,'What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics '
NUM,'How much calcium should an adult female have daily '
LOC,'What river is Windsor Castle on '
ENTY,'What is a fear of going to bed '
LOC,'Name an art gallery in New York .'
HUM,'What U.S. Congressman said :  Keep the faith '
HUM,'What group was formed in 1969 after police met resistance from patrons at the Stonewall '
HUM,'What painter popularized soup cans and Brillo soap pad boxes '
NUM,'In what year was Gandhi assassinated '
ENTY,'What ability has the silkworm moth lost through domestication '
ENTY,'What was Mel Gibson s first movie '
HUM,'Who created Billy Pilgrim '
HUM,'Who created the comic strip '
HUM,'Who wrote the book '
ENTY,'What was John Steinbeck s travelling companion Charley '
LOC,'What are the biggest Indian airports '
HUM,'What six-foot temperance advocate wielded her hatchet on saloons '
LOC,'Where is McCarren Airport '
DESC,'Why do some people have two different color eyes '
DESC,'How close a cousin was Franklin D. to Theodore Roosevelt '
LOC,'Where did Sarge Steel get his metal hand '
ENTY,'What kind of a sports team is the Wisconsin Badgers '
ENTY,'What chess outcome results when a player has no legal move '
LOC,'In what part of the world is Mozambique '
NUM,'When is President Nixon s birthday '
NUM,'How long was the longest hiccup attack '
HUM,'Which is the only Dick Tracy villain to appear three times '
ENTY,'What newspaper serves Salt Lake City '
LOC,'What is the richest state in the U.S. '
NUM,'When did Mount St. Helens last erupt '
LOC,'What city hosted the first Winter Olympics in Asia '
ABBR,'What does the  c  stand for in the equation E=mc2 '
ENTY,'What s the term for a young fox '
DESC,'Why are the rooftops in Canada green '
LOC,'What European capital celebrated its 2 '
